Area,Date,Total_Cases,Daily_Cases
Newport,20/08/2020,893,0
Pembrokeshire,20/08/2020,306,1
Powys,20/08/2020,366,1
Rhondda Cynon Taf,20/08/2020,1893,1
Swansea,20/08/2020,1345,2
Torfaen,20/08/2020,362,0
Vale of Glamorgan,20/08/2020,799,0
Wrexham,20/08/2020,1393,3
Anglesey,21/08/2020,466,1
Blaenau Gwent,21/08/2020,376,0
Bridgend,21/08/2020,579,0
Caerphilly,21/08/2020,757,4
Cardiff,21/08/2020,2375,14
Carmarthenshire,21/08/2020,829,0
Ceredigion,21/08/2020,74,0
Conwy,21/08/2020,730,0
Denbighshire,21/08/2020,818,0
Flintshire,21/08/2020,763,1
Gwynedd,21/08/2020,609,1
Merthyr Tydfil,21/08/2020,582,1
Monmouthshire,21/08/2020,387,0
Neath Port Talbot,21/08/2020,681,2
Newport,21/08/2020,895,2
Pembrokeshire,21/08/2020,306,0
Powys,21/08/2020,368,2
Rhondda Cynon Taf,21/08/2020,1893,0
Swansea,21/08/2020,1348,3
Torfaen,21/08/2020,363,1
Vale of Glamorgan,21/08/2020,800,1
Wrexham,21/08/2020,1393,0
Anglesey,22/08/2020,466,0
Blaenau Gwent,22/08/2020,376,0
Bridgend,22/08/2020,579,0
Caerphilly,22/08/2020,758,1
Cardiff,22/08/2020,2393,17
Carmarthenshire,22/08/2020,829,0
Ceredigion,22/08/2020,74,0
Conwy,22/08/2020,730,0
Denbighshire,22/08/2020,818,0
Flintshire,22/08/2020,764,1
Gwynedd,22/08/2020,614,5
Merthyr Tydfil,22/08/2020,586,4
Monmouthshire,22/08/2020,387,0
Neath Port Talbot,22/08/2020,681,0
Newport,22/08/2020,896,1
Pembrokeshire,22/08/2020,306,0
Powys,22/08/2020,378,0
Rhondda Cynon Taf,22/08/2020,1894,1
Swansea,22/08/2020,1349,1
Torfaen,22/08/2020,363,0
Vale of Glamorgan,22/08/2020,801,1
Wrexham,22/08/2020,1395,2
Anglesey,23/08/2020,466,0
Blaenau Gwent,23/08/2020,376,0
Bridgend,23/08/2020,579,0
Caerphilly,23/08/2020,758,0
Cardiff,23/08/2020,2403,11
Carmarthenshire,23/08/2020,830,1
Ceredigion,23/08/2020,74,0
Conwy,23/08/2020,730,0
Denbighshire,23/08/2020,818,0
Flintshire,23/08/2020,766,2
Gwynedd,23/08/2020,614,0
Merthyr Tydfil,23/08/2020,586,0
Monmouthshire,23/08/2020,388,1
Neath Port Talbot,23/08/2020,682,1
Newport,23/08/2020,896,0
Pembrokeshire,23/08/2020,306,0
Powys,23/08/2020,368,0
Rhondda Cynon Taf,23/08/2020,1894,0
Swansea,23/08/2020,1351,2
Torfaen,23/08/2020,363,0
Vale of Glamorgan,23/08/2020,802,1
Wrexham,23/08/2020,1396,1
Anglesey,24/08/2020,466,0
Blaenau Gwent,24/08/2020,376,0
Bridgend,24/08/2020,579,0
Caerphilly,24/08/2020,759,1
Cardiff,24/08/2020,2406,3
Carmarthenshire,24/08/2020,830,0
Ceredigion,24/08/2020,74,0
Conwy,24/08/2020,731,1
Denbighshire,24/08/2020,819,1
Flintshire,24/08/2020,766,0
Gwynedd,24/08/2020,614,0
Merthyr Tydfil,24/08/2020,587,1
Monmouthshire,24/08/2020,388,0
Neath Port Talbot,24/08/2020,682,0
Newport,24/08/2020,898,2
Pembrokeshire,24/08/2020,306,0
Powys,24/08/2020,369,1
Rhondda Cynon Taf,24/08/2020,1896,2
Swansea,24/08/2020,1355,4
Torfaen,24/08/2020,363,0
Vale of Glamorgan,24/08/2020,803,1
Wrexham,24/08/2020,1398,2
Anglesey,25/08/2020,467,1
Blaenau Gwent,25/08/2020,376,0
Bridgend,25/08/2020,579,0
Caerphilly,25/08/2020,760,1
Cardiff,25/08/2020,2416,10
Carmarthenshire,25/08/2020,832,2
Ceredigion,25/08/2020,74,0
Conwy,25/08/2020,731,0
Denbighshire,25/08/2020,820,1
Flintshire,25/08/2020,768,2
Gwynedd,25/08/2020,618,4
Merthyr Tydfil,25/08/2020,588,1
Monmouthshire,25/08/2020,388,0
Neath Port Talbot,25/08/2020,682,0
Newport,25/08/2020,898,0
Pembrokeshire,25/08/2020,309,3
Powys,25/08/2020,369,0
Rhondda Cynon Taf,25/08/2020,1897,1
Swansea,25/08/2020,1355,0
Torfaen,25/08/2020,363,0
Vale of Glamorgan,25/08/2020,803,0
Wrexham,25/08/2020,1400,2
Anglesey,26/08/2020,467,0
Blaenau Gwent,26/08/2020,376,0
Bridgend,26/08/2020,579,0
Caerphilly,26/08/2020,760,0
Cardiff,26/08/2020,2428,12
Carmarthenshire,26/08/2020,835,3
Ceredigion,26/08/2020,77,3
Conwy,26/08/2020,731,0
Denbighshire,26/08/2020,820,0
Flintshire,26/08/2020,768,0
Gwynedd,26/08/2020,618,0
Merthyr Tydfil,26/08/2020,592,4
Monmouthshire,26/08/2020,389,1
Neath Port Talbot,26/08/2020,683,1
Newport,26/08/2020,898,0
Pembrokeshire,26/08/2020,310,1
Powys,26/08/2020,372,3
Rhondda Cynon Taf,26/08/2020,1898,1
Swansea,26/08/2020,1358,3
Torfaen,26/08/2020,363,0
Vale of Glamorgan,26/08/2020,803,0
Wrexham,26/08/2020,1401,1
Anglesey,27/08/2020,467,0
Blaenau Gwent,27/08/2020,377,1
Bridgend,27/08/2020,581,2
Caerphilly,27/08/2020,763,3
Cardiff,27/08/2020,2438,10
Carmarthenshire,27/08/2020,837,2
Ceredigion,27/08/2020,78,1
Conwy,27/08/2020,732,1
Denbighshire,27/08/2020,821,1
Flintshire,27/08/2020,769,1
Gwynedd,27/08/2020,618,0
Merthyr Tydfil,27/08/2020,592,0
Monmouthshire,27/08/2020,389,0
Neath Port Talbot,27/08/2020,683,0
Newport,27/08/2020,903,5
Pembrokeshire,27/08/2020,311,1
Powys,27/08/2020,373,1
Rhondda Cynon Taf,27/08/2020,1900,2
Swansea,27/08/2020,1359,1
Torfaen,27/08/2020,363,0
Vale of Glamorgan,27/08/2020,803,0
Wrexham,27/08/2020,1403,2
Anglesey,28/08/2020,467,0
Blaenau Gwent,28/08/2020,378,1
Bridgend,28/08/2020,583,2
Caerphilly,28/08/2020,765,2
Cardiff,28/08/2020,2444,6
Carmarthenshire,28/08/2020,838,1
Ceredigion,28/08/2020,78,0
Conwy,28/08/2020,732,0
Denbighshire,28/08/2020,823,2
Flintshire,28/08/2020,771,2
Gwynedd,28/08/2020,620,2
Merthyr Tydfil,28/08/2020,593,1
Monmouthshire,28/08/2020,392,3
Neath Port Talbot,28/08/2020,684,1
Newport,28/08/2020,903,0
Pembrokeshire,28/08/2020,312,1
Powys,28/08/2020,373,0
Rhondda Cynon Taf,28/08/2020,1904,4
Swansea,28/08/2020,1361,2
Torfaen,28/08/2020,364,1
Vale of Glamorgan,28/08/2020,804,1
Wrexham,28/08/2020,1405,2
Anglesey,29/08/2020,467,0
Blaenau Gwent,29/08/2020,378,0
Bridgend,29/08/2020,584,1
Caerphilly,29/08/2020,773,8
Cardiff,29/08/2020,2451,7
Carmarthenshire,29/08/2020,840,2
Ceredigion,29/08/2020,78,0
Conwy,29/08/2020,733,1
Denbighshire,29/08/2020,823,0
Flintshire,29/08/2020,775,4
Gwynedd,29/08/2020,620,0
Merthyr Tydfil,29/08/2020,595,2
Monmouthshire,29/08/2020,393,1
Neath Port Talbot,29/08/2020,684,0
Newport,29/08/2020,904,1
Pembrokeshire,29/08/2020,314,2
Powys,29/08/2020,376,3
Rhondda Cynon Taf,29/08/2020,1907,3
Swansea,29/08/2020,1364,3
Torfaen,29/08/2020,364,0
Vale of Glamorgan,29/08/2020,805,1
Wrexham,29/08/2020,1406,1
Anglesey,30/08/2020,467,0
Blaenau Gwent,30/08/2020,378,0
Bridgend,30/08/2020,587,3
Caerphilly,30/08/2020,781,8
Cardiff,30/08/2020,2560,9
Carmarthenshire,30/08/2020,842,3
Ceredigion,30/08/2020,80,2
Conwy,30/08/2020,733,0
Denbighshire,30/08/2020,825,2
Flintshire,30/08/2020,776,1
Gwynedd,30/08/2020,621,1
Merthyr Tydfil,30/08/2020,595,0
Monmouthshire,30/08/2020,394,1
Neath Port Talbot,30/08/2020,686,2
Newport,30/08/2020,908,4
Pembrokeshire,30/08/2020,315,1
Powys,30/08/2020,380,4
Rhondda Cynon Taf,30/08/2020,1909,2
Swansea,30/08/2020,1372,8
Torfaen,30/08/2020,365,1
Vale of Glamorgan,30/08/2020,808,3
Wrexham,30/08/2020,1407,1
Anglesey,31/08/2020,468,1
Blaenau Gwent,31/08/2020,378,0
Bridgend,31/08/2020,587,0
Caerphilly,31/08/2020,789,8
Cardiff,31/08/2020,2471,11
Carmarthenshire,31/08/2020,844,1
Ceredigion,31/08/2020,81,1
Conwy,31/08/2020,734,1
Denbighshire,31/08/2020,825,0
Flintshire,31/08/2020,777,0
Gwynedd,31/08/2020,621,1
Merthyr Tydfil,31/08/2020,598,3
Monmouthshire,31/08/2020,394,0
Neath Port Talbot,31/08/2020,687,1
Newport,31/08/2020,908,0
Pembrokeshire,31/08/2020,316,1
Powys,31/08/2020,380,0
Rhondda Cynon Taf,31/08/2020,1912,3
Swansea,31/08/2020,1378,6
Torfaen,31/08/2020,365,0
Vale of Glamorgan,31/08/2020,809,1
Wrexham,31/08/2020,1407,0
Anglesey,01/09/2020,468,0
Blaenau Gwent,01/09/2020,378,0
Bridgend,01/09/2020,587,0
Caerphilly,01/09/2020,796,7
Cardiff,01/09/2020,2492,21
Carmarthenshire,01/09/2020,845,1
Ceredigion,01/09/2020,81,0
Conwy,01/09/2020,737,3
Denbighshire,01/09/2020,825,0
Flintshire,01/09/2020,779,2
Gwynedd,01/09/2020,624,3
Merthyr Tydfil,01/09/2020,599,1
Monmouthshire,01/09/2020,394,0
Neath Port Talbot,01/09/2020,687,0
Newport,01/09/2020,908,0
Pembrokeshire,01/09/2020,320,4
Powys,01/09/2020,382,2
Rhondda Cynon Taf,01/09/2020,1915,3
Swansea,01/09/2020,1379,1
Torfaen,01/09/2020,365,0
Vale of Glamorgan,01/09/2020,810,1
Wrexham,01/09/2020,1408,1
Anglesey,02/09/2020,468,0
Blaenau Gwent,02/09/2020,378,0
Bridgend,02/09/2020,590,3
Caerphilly,02/09/2020,808,12
Cardiff,02/09/2020,2501,9
Carmarthenshire,02/09/2020,845,0
Ceredigion,02/09/2020,81,0
Conwy,02/09/2020,739,2
Denbighshire,02/09/2020,825,0
Flintshire,02/09/2020,781,2
Gwynedd,02/09/2020,626,2
Merthyr Tydfil,02/09/2020,599,0
Monmouthshire,02/09/2020,394,0
Neath Port Talbot,02/09/2020,687,0
Newport,02/09/2020,910,2
Pembrokeshire,02/09/2020,321,1
Powys,02/09/2020,382,0
Rhondda Cynon Taf,02/09/2020,1918,3
Swansea,02/09/2020,1381,2
Torfaen,02/09/2020,365,0
Vale of Glamorgan,02/09/2020,815,2
Wrexham,02/09/2020,1410,2
Anglesey,03/09/2020,468,0
Blaenau Gwent,03/09/2020,379,1
Bridgend,03/09/2020,600,10
Caerphilly,03/09/2020,819,11
Cardiff,03/09/2020,2506,5
Carmarthenshire,03/09/2020,846,1
Ceredigion,03/09/2020,82,1
Conwy,03/09/2020,741,2
Denbighshire,03/09/2020,825,0
Flintshire,03/09/2020,782,1
Gwynedd,03/09/2020,629,3
Merthyr Tydfil,03/09/2020,601,2
Monmouthshire,03/09/2020,394,0
Neath Port Talbot,03/09/2020,687,0
Newport,03/09/2020,911,1
Pembrokeshire,03/09/2020,321,0
Powys,03/09/2020,383,1
Rhondda Cynon Taf,03/09/2020,1923,5
Swansea,03/09/2020,1381,0
Torfaen,03/09/2020,365,0
Vale of Glamorgan,03/09/2020,815,3
Wrexham,03/09/2020,1411,1
Anglesey,04/09/2020,468,0
Blaenau Gwent,04/09/2020,379,0
Bridgend,04/09/2020,603,3
Caerphilly,04/09/2020,835,16
Cardiff,04/09/2020,2514,8
Carmarthenshire,04/09/2020,847,1
Ceredigion,04/09/2020,82,0
Conwy,04/09/2020,742,1
Denbighshire,04/09/2020,825,0
Flintshire,04/09/2020,783,1
Gwynedd,04/09/2020,630,1
Merthyr Tydfil,04/09/2020,601,0
Monmouthshire,04/09/2020,394,0
Neath Port Talbot,04/09/2020,687,0
Newport,04/09/2020,911,0
Pembrokeshire,04/09/2020,321,0
Powys,04/09/2020,383,0
Rhondda Cynon Taf,04/09/2020,1937,14
Swansea,04/09/2020,1383,2
Torfaen,04/09/2020,365,0
Vale of Glamorgan,04/09/2020,816,1
Wrexham,04/09/2020,1414,3
Anglesey,05/09/2020,468,0
Blaenau Gwent,05/09/2020,381,2
Bridgend,05/09/2020,605,2
Caerphilly,05/09/2020,849,14
Cardiff,05/09/2020,2522,8
Carmarthenshire,05/09/2020,849,2
Ceredigion,05/09/2020,83,1
Conwy,05/09/2020,744,2
Denbighshire,05/09/2020,825,0
Flintshire,05/09/2020,784,1
Gwynedd,05/09/2020,630,0
Merthyr Tydfil,05/09/2020,603,2
Monmouthshire,05/09/2020,394,0
Neath Port Talbot,05/09/2020,688,1
Newport,05/09/2020,914,3
Pembrokeshire,05/09/2020,321,0
Powys,05/09/2020,397,4
Rhondda Cynon Taf,05/09/2020,1952,15
Swansea,05/09/2020,1392,9
Torfaen,05/09/2020,370,5
Vale of Glamorgan,05/09/2020,816,0
Wrexham,05/09/2020,1419,5
Anglesey,06/09/2020,468,0
Blaenau Gwent,06/09/2020,382,1
Bridgend,06/09/2020,606,1
Caerphilly,06/09/2020,874,25
Cardiff,06/09/2020,2532,10
Carmarthenshire,06/09/2020,855,6
Ceredigion,06/09/2020,83,0
Conwy,06/09/2020,745,1
Denbighshire,06/09/2020,826,1
Flintshire,06/09/2020,787,3
Gwynedd,06/09/2020,632,2
Merthyr Tydfil,06/09/2020,605,2
Monmouthshire,06/09/2020,396,2
Neath Port Talbot,06/09/2020,691,3
Newport,06/09/2020,916,2
Pembrokeshire,06/09/2020,322,1
Powys,06/09/2020,392,5
Rhondda Cynon Taf,06/09/2020,1975,23
Swansea,06/09/2020,1396,4
Torfaen,06/09/2020,372,2
Vale of Glamorgan,06/09/2020,817,1
Wrexham,06/09/2020,1420,1
Anglesey,07/09/2020,469,1
Blaenau Gwent,07/09/2020,383,1
Bridgend,07/09/2020,610,4
Caerphilly,07/09/2020,905,31
Cardiff,07/09/2020,2547,15
Carmarthenshire,07/09/2020,859,4
Ceredigion,07/09/2020,83,0
Conwy,07/09/2020,747,2
Denbighshire,07/09/2020,829,3
Flintshire,07/09/2020,789,2
Gwynedd,07/09/2020,633,1
Merthyr Tydfil,07/09/2020,609,4
Monmouthshire,07/09/2020,396,0
Neath Port Talbot,07/09/2020,697,6
Newport,07/09/2020,919,3
Pembrokeshire,07/09/2020,324,2
Powys,07/09/2020,493,11
Rhondda Cynon Taf,07/09/2020,1995,20
Swansea,07/09/2020,1402,6
Torfaen,07/09/2020,372,0
Vale of Glamorgan,07/09/2020,821,4
Wrexham,07/09/2020,1429,9
Anglesey,08/09/2020,469,0
Blaenau Gwent,08/09/2020,386,3
Bridgend,08/09/2020,618,8
Caerphilly,08/09/2020,949,44
Cardiff,08/09/2020,2562,15
Carmarthenshire,08/09/2020,862,3
Ceredigion,08/09/2020,84,1
Conwy,08/09/2020,749,2
Denbighshire,08/09/2020,831,2
Flintshire,08/09/2020,792,3
Gwynedd,08/09/2020,635,2
Merthyr Tydfil,08/09/2020,620,11
Monmouthshire,08/09/2020,396,0
Neath Port Talbot,08/09/2020,708,11
Newport,08/09/2020,927,8
Pembrokeshire,08/09/2020,325,1
Powys,08/09/2020,407,4
Rhondda Cynon Taf,08/09/2020,2012,17
Swansea,08/09/2020,1408,6
Torfaen,08/09/2020,373,1
Vale of Glamorgan,08/09/2020,823,2
Wrexham,08/09/2020,1435,6
Anglesey,09/09/2020,470,1
Blaenau Gwent,09/09/2020,387,1
Bridgend,09/09/2020,625,7
Caerphilly,09/09/2020,982,33
Cardiff,09/09/2020,2575,13
Carmarthenshire,09/09/2020,866,4
Ceredigion,09/09/2020,85,1
Conwy,09/09/2020,751,2
Denbighshire,09/09/2020,834,3
Flintshire,09/09/2020,799,7
Gwynedd,09/09/2020,637,2
Merthyr Tydfil,09/09/2020,632,12
Monmouthshire,09/09/2020,397,1
Neath Port Talbot,09/09/2020,716,8
Newport,09/09/2020,945,18
Pembrokeshire,09/09/2020,329,4
Powys,09/09/2020,414,7
Rhondda Cynon Taf,09/09/2020,2032,20
Swansea,09/09/2020,1416,8
Torfaen,09/09/2020,374,1
Vale of Glamorgan,09/09/2020,827,4
Wrexham,09/09/2020,1442,7
Anglesey,10/09/2020,474,4
Blaenau Gwent,10/09/2020,388,1
Bridgend,10/09/2020,626,1
Caerphilly,10/09/2020,1016,34
Cardiff,10/09/2020,2584,9
Carmarthenshire,10/09/2020,873,7
Ceredigion,10/09/2020,86,1
Conwy,10/09/2020,755,4
Denbighshire,10/09/2020,836,2
Flintshire,10/09/2020,803,4
Gwynedd,10/09/2020,642,5
Merthyr Tydfil,10/09/2020,635,3
Monmouthshire,10/09/2020,397,0
Neath Port Talbot,10/09/2020,718,2
Newport,10/09/2020,951,6
Pembrokeshire,10/09/2020,329,0
Powys,10/09/2020,417,3
Rhondda Cynon Taf,10/09/2020,2041,9
Swansea,10/09/2020,1418,2
Torfaen,10/09/2020,374,0
Vale of Glamorgan,10/09/2020,827,0
Wrexham,10/09/2020,1446,4
Anglesey,11/09/2020,474,0
Blaenau Gwent,11/09/2020,389,1
Bridgend,11/09/2020,630,4
Caerphilly,11/09/2020,1046,30
Cardiff,11/09/2020,2587,3
Carmarthenshire,11/09/2020,878,5
Ceredigion,11/09/2020,86,0
Conwy,11/09/2020,756,1
Denbighshire,11/09/2020,840,4
Flintshire,11/09/2020,811,8
Gwynedd,11/09/2020,645,3
Merthyr Tydfil,11/09/2020,639,4
Monmouthshire,11/09/2020,397,0
Neath Port Talbot,11/09/2020,724,6
Newport,11/09/2020,961,10
Pembrokeshire,11/09/2020,331,2
Powys,11/09/2020,422,5
Rhondda Cynon Taf,11/09/2020,2064,23
Swansea,11/09/2020,1424,6
Torfaen,11/09/2020,377,3
Vale of Glamorgan,11/09/2020,829,2
Wrexham,11/09/2020,1453,7
Anglesey,12/09/2020,475,1
Blaenau Gwent,12/09/2020,395,6
Bridgend,12/09/2020,640,10
Caerphilly,12/09/2020,1068,20
Cardiff,12/09/2020,2599,12
Carmarthenshire,12/09/2020,883,5
Ceredigion,12/09/2020,94,8
Conwy,12/09/2020,764,8
Denbighshire,12/09/2020,841,1
Flintshire,12/09/2020,817,6
Gwynedd,12/09/2020,648,3
Merthyr Tydfil,12/09/2020,645,6
Monmouthshire,12/09/2020,399,2
Neath Port Talbot,12/09/2020,727,3
Newport,12/09/2020,982,20
Pembrokeshire,12/09/2020,332,1
Powys,12/09/2020,438,16
Rhondda Cynon Taf,12/09/2020,2089,25
Swansea,12/09/2020,1429,5
Torfaen,12/09/2020,378,1
Vale of Glamorgan,12/09/2020,830,1
Wrexham,12/09/2020,1456,3
Anglesey,13/09/2020,477,2
Blaenau Gwent,13/09/2020,398,3
Bridgend,13/09/2020,646,6
Caerphilly,13/09/2020,1099,31
Cardiff,13/09/2020,2613,14
Carmarthenshire,13/09/2020,884,1
Ceredigion,13/09/2020,94,0
Conwy,13/09/2020,766,2
Denbighshire,13/09/2020,844,3
Flintshire,13/09/2020,826,9
Gwynedd,13/09/2020,648,0
Merthyr Tydfil,13/09/2020,649,4
Monmouthshire,13/09/2020,399,0
Neath Port Talbot,13/09/2020,730,3
Newport,13/09/2020,997,15
Pembrokeshire,13/09/2020,334,2
Powys,13/09/2020,444,6
Rhondda Cynon Taf,13/09/2020,2136,47
Swansea,13/09/2020,1433,4
Torfaen,13/09/2020,382,4
Vale of Glamorgan,13/09/2020,832,2
Wrexham,13/09/2020,1458,2
Anglesey,14/09/2020,480,3
Blaenau Gwent,14/09/2020,402,4
Bridgend,14/09/2020,651,5
Caerphilly,14/09/2020,1146,47
Cardiff,14/09/2020,2625,12
Carmarthenshire,14/09/2020,886,2
Ceredigion,14/09/2020,94,0
Conwy,14/09/2020,777,11
Denbighshire,14/09/2020,846,2
Flintshire,14/09/2020,832,6
Gwynedd,14/09/2020,650,2
Merthyr Tydfil,14/09/2020,655,6
Monmouthshire,14/09/2020,399,0
Neath Port Talbot,14/09/2020,733,3
Newport,14/09/2020,1011,14
Pembrokeshire,14/09/2020,334,0
Powys,14/09/2020,447,3
Rhondda Cynon Taf,14/09/2020,2178,42
Swansea,14/09/2020,1442,9
Torfaen,14/09/2020,388,6
Vale of Glamorgan,14/09/2020,832,0
Wrexham,14/09/2020,1463,5
Anglesey,15/09/2020,484,4
Blaenau Gwent,15/09/2020,403,1
Bridgend,15/09/2020,656,5
Caerphilly,15/09/2020,1158,12
Cardiff,15/09/2020,2633,8
Carmarthenshire,15/09/2020,888,2
Ceredigion,15/09/2020,94,0
Conwy,15/09/2020,783,6
Denbighshire,15/09/2020,848,2
Flintshire,15/09/2020,835,3
Gwynedd,15/09/2020,651,1
Merthyr Tydfil,15/09/2020,657,2
Monmouthshire,15/09/2020,399,0
Neath Port Talbot,15/09/2020,733,0
Newport,15/09/2020,1023,12
Pembrokeshire,15/09/2020,334,0
Powys,15/09/2020,451,4
Rhondda Cynon Taf,15/09/2020,2216,38
Swansea,15/09/2020,1442,0
Torfaen,15/09/2020,389,1
Vale of Glamorgan,15/09/2020,834,2
Wrexham,15/09/2020,1468,5
Anglesey,16/09/2020,487,3
Blaenau Gwent,16/09/2020,410,7
Bridgend,16/09/2020,665,9
Caerphilly,16/09/2020,1194,36
Cardiff,16/09/2020,2647,14
Carmarthenshire,16/09/2020,889,1
Ceredigion,16/09/2020,94,0
Conwy,16/09/2020,787,4
Denbighshire,16/09/2020,852,4
Flintshire,16/09/2020,845,10
Gwynedd,16/09/2020,657,6
Merthyr Tydfil,16/09/2020,665,8
Monmouthshire,16/09/2020,401,2
Neath Port Talbot,16/09/2020,737,4
Newport,16/09/2020,1038,15
Pembrokeshire,16/09/2020,336,2
Powys,16/09/2020,454,3
Rhondda Cynon Taf,16/09/2020,2268,52
Swansea,16/09/2020,1450,8
Torfaen,16/09/2020,392,3
Vale of Glamorgan,16/09/2020,839,5
Wrexham,16/09/2020,1470,2
Anglesey,17/09/2020,487,0
Blaenau Gwent,17/09/2020,421,11
Bridgend,17/09/2020,674,9
Caerphilly,17/09/2020,1228,34
Cardiff,17/09/2020,2665,18
Carmarthenshire,17/09/2020,892,3
Ceredigion,17/09/2020,94,0
Conwy,17/09/2020,792,5
Denbighshire,17/09/2020,856,4
Flintshire,17/09/2020,849,4
Gwynedd,17/09/2020,661,4
Merthyr Tydfil,17/09/2020,676,11
Monmouthshire,17/09/2020,402,1
Neath Port Talbot,17/09/2020,740,3
Newport,17/09/2020,1047,9
Pembrokeshire,17/09/2020,338,2
Powys,17/09/2020,457,3
Rhondda Cynon Taf,17/09/2020,2300,32
Swansea,17/09/2020,1455,5
Torfaen,17/09/2020,395,3
Vale of Glamorgan,17/09/2020,841,2
Wrexham,17/09/2020,1472,2
Anglesey,18/09/2020,491,4
Blaenau Gwent,18/09/2020,424,3
Bridgend,18/09/2020,690,16
Caerphilly,18/09/2020,1246,18
Cardiff,18/09/2020,2676,11
Carmarthenshire,18/09/2020,902,10
Ceredigion,18/09/2020,95,1
Conwy,18/09/2020,799,7
Denbighshire,18/09/2020,857,1
Flintshire,18/09/2020,856,7
Gwynedd,18/09/2020,664,3
Merthyr Tydfil,18/09/2020,687,11
Monmouthshire,18/09/2020,404,2
Neath Port Talbot,18/09/2020,747,4
Newport,18/09/2020,1065,18
Pembrokeshire,18/09/2020,339,1
Powys,18/09/2020,458,1
Rhondda Cynon Taf,18/09/2020,2345,45
Swansea,18/09/2020,1468,13
Torfaen,18/09/2020,396,1
Vale of Glamorgan,18/09/2020,845,4
Wrexham,18/09/2020,1475,3
Anglesey,19/09/2020,493,2
Blaenau Gwent,19/09/2020,430,6
Bridgend,19/09/2020,713,23
Caerphilly,19/09/2020,1265,19
Cardiff,19/09/2020,2693,17
Carmarthenshire,19/09/2020,912,10
Ceredigion,19/09/2020,95,0
Conwy,19/09/2020,806,7
Denbighshire,19/09/2020,861,4
Flintshire,19/09/2020,863,7
Gwynedd,19/09/2020,664,0
Merthyr Tydfil,19/09/2020,714,27
Monmouthshire,19/09/2020,405,1
Neath Port Talbot,19/09/2020,745,1
Newport,19/09/2020,1078,13
Pembrokeshire,19/09/2020,339,0
Powys,19/09/2020,459,1
Rhondda Cynon Taf,19/09/2020,2392,47
Swansea,19/09/2020,1482,14
Torfaen,19/09/2020,398,2
Vale of Glamorgan,19/09/2020,848,3
Wrexham,19/09/2020,1478,3
Anglesey,20/09/2020,495,2
Blaenau Gwent,20/09/2020,436,6
Bridgend,20/09/2020,734,21
Caerphilly,20/09/2020,1276,11
Cardiff,20/09/2020,2710,17
Carmarthenshire,20/09/2020,931,19
Ceredigion,20/09/2020,95,0
Conwy,20/09/2020,808,2
Denbighshire,20/09/2020,868,7
Flintshire,20/09/2020,869,6
Gwynedd,20/09/2020,665,1
Merthyr Tydfil,20/09/2020,717,3
Monmouthshire,20/09/2020,406,1
Neath Port Talbot,20/09/2020,748,3
Newport,20/09/2020,1099,21
Pembrokeshire,20/09/2020,339,0
Powys,20/09/2020,460,1
Rhondda Cynon Taf,20/09/2020,2448,56
Swansea,20/09/2020,1489,7
Torfaen,20/09/2020,399,1
Vale of Glamorgan,20/09/2020,855,7
Wrexham,20/09/2020,1481,3
Anglesey,21/09/2020,502,7
Blaenau Gwent,21/09/2020,456,20
Bridgend,21/09/2020,748,14
Caerphilly,21/09/2020,1291,15
Cardiff,21/09/2020,2741,31
Carmarthenshire,21/09/2020,943,12
Ceredigion,21/09/2020,96,1
Conwy,21/09/2020,811,3
Denbighshire,21/09/2020,874,6
Flintshire,21/09/2020,879,10
Gwynedd,21/09/2020,669,4
Merthyr Tydfil,21/09/2020,729,12
Monmouthshire,21/09/2020,410,4
Neath Port Talbot,21/09/2020,754,6
Newport,21/09/2020,1110,11
Pembrokeshire,21/09/2020,344,5
Powys,21/09/2020,461,1
Rhondda Cynon Taf,21/09/2020,2488,40
Swansea,21/09/2020,1501,12
Torfaen,21/09/2020,404,5
Vale of Glamorgan,21/09/2020,863,8
Wrexham,21/09/2020,1483,2
Anglesey,22/09/2020,503,1
Blaenau Gwent,22/09/2020,472,16
Bridgend,22/09/2020,782,34
Caerphilly,22/09/2020,1302,11
Cardiff,22/09/2020,2771,30
Carmarthenshire,22/09/2020,959,16
Ceredigion,22/09/2020,97,1
Conwy,22/09/2020,816,5
Denbighshire,22/09/2020,878,4
Flintshire,22/09/2020,882,3
Gwynedd,22/09/2020,670,1
Merthyr Tydfil,22/09/2020,749,20
Monmouthshire,22/09/2020,413,3
Neath Port Talbot,22/09/2020,757,3
Newport,22/09/2020,1119,9
Pembrokeshire,22/09/2020,345,1
Powys,22/09/2020,462,1
Rhondda Cynon Taf,22/09/2020,2565,77
Swansea,22/09/2020,1529,28
Torfaen,22/09/2020,407,3
Vale of Glamorgan,22/09/2020,871,8
Wrexham,22/09/2020,1484,1
Anglesey,23/09/2020,508,5
Blaenau Gwent,23/09/2020,519,47
Bridgend,23/09/2020,811,29
Caerphilly,23/09/2020,1318,16
Cardiff,23/09/2020,2806,35
Carmarthenshire,23/09/2020,978,19
Ceredigion,23/09/2020,97,0
Conwy,23/09/2020,821,5
Denbighshire,23/09/2020,886,8
Flintshire,23/09/2020,887,5
Gwynedd,23/09/2020,671,1
Merthyr Tydfil,23/09/2020,773,24
Monmouthshire,23/09/2020,414,1
Neath Port Talbot,23/09/2020,761,4
Newport,23/09/2020,1143,24
Pembrokeshire,23/09/2020,347,2
